Blank,District Name,State Name [District] Latest available year,State,NCES ID,Total Schools,Lowest Grade Offered,Highest Grade Offered,Total Students,Phone,Zip,City
,FAITH ACADEMY,NORTH CAROLINA,NC,3700475,0,–,–,†,7046038437,28041,Faith
,FAITH SCHOOL DISTRICT 46-2,South Dakota,SD,4622940,4,Prekindergarten,12th Grade,184,6059672152,57626,Faith
,FALCON RIDGE PUBLIC CHARTER SCHOOL INC.,Idaho,ID,1600008,1,Prekindergarten,8th Grade,274,2089229228,83634,KUNA
,FALCONER CENTRAL SCHOOL DISTRICT,New York,NY,3610920,3,Prekindergarten,12th Grade,1165,7166656624,14733,FALCONER
,FALL CREEK SCHOOL DISTRICT,Wisconsin,WI,5504500,3,Prekindergarten,12th Grade,820,7158772123,54742,Fall Creek
,FALL MOUNTAIN REGIONAL SAU OFFICE,New Hampshire,NH,3399960,0,†,†,†,6038350006,3602,Langdon NH 03602
,FALL MOUNTAIN REGIONAL SCHOOL DISTRICT,New Hampshire,NH,3302990,12,Prekindergarten,12th Grade,1442,6038350006,3602,Langdon NH 03602
,FALL RIVER,Massachusetts,MA,2504830,16,Prekindergarten,12th Grade,9998,5086758420,2720,Fall River
,FALL RIVER JOINT UNIFIED,California,CA,613470,11,Kindergarten,12th Grade,1192,5303354538,96013,Burney
,FALL RIVER SCHOOL DISTRICT,Wisconsin,WI,5504530,2,Prekindergarten,12th Grade,470,9204843333,53932,Fall River
,FALLBROOK UNION ELEMENTARY,California,CA,613500,11,Kindergarten,8th Grade,4756,7607315400,92028,Fallbrook
,FALLBROOK UNION HIGH,California,CA,613530,3,9th Grade,12th Grade,2155,7607236332,92028,Fallbrook
,FALLON,Montana,MT,3000026,0,†,†,0,4067788158,59313,Baker
,FALLS CHURCH CITY PBLC SCHS,Virginia,VA,5101290,5,Prekindergarten,12th Grade,2500,7032485601,22046,Falls Church
,FALLS CITY ISD,Texas,TX,4819020,2,Prekindergarten,12th Grade,408,8302543551,78113,FALLS CITY
,FALLS CITY PUBLIC SCHOOLS,Nebraska,NE,3170530,4,Prekindergarten,12th Grade,896,4022452825,68355,FALLS CITY
,FALLS CITY SD 57,Oregon,OR,4100003,2,Prekindergarten,12th Grade,169,5037873521,97344,Falls City
,FALLS LAKE ACADEMY,North Carolina,NC,3700336,1,Kindergarten,12th Grade,1084,9199649003,27522,Creedmoor
,FALLSBURG CENTRAL SCHOOL DISTRICT,New York,NY,3610950,2,Prekindergarten,12th Grade,1521,8454346800,12733,FALLSBURG
,FALMOUTH,Massachusetts,MA,2504860,7,Prekindergarten,12th Grade,3029,5085480151,2536,East Falmouth
,FALMOUTH PUBLIC SCHOOLS,Maine,ME,2305670,3,Kindergarten,12th Grade,2011,2077813200,4105,Falmouth
,FAMILY FIRST CHARTER DISTRICT,CALIFORNIA,CA,601605,1,9th Grade,12th Grade,375,3109460379,90250,Hawthorne
,FAMILY LIFE ACADEMY CHARTER SCHOOL,New York,NY,3600066,1,Kindergarten,5th Grade,413,7184108100,10452,BRONX
,FAMILY LIFE ACADEMY CHARTER SCHOOL II,New York,NY,3601070,1,Kindergarten,8th Grade,801,7186652805,10454,BRONX
,FAMILY LIFE ACADEMY CHARTER SCHOOL III,NEW YORK,NY,3601125,1,Kindergarten,4th Grade,248,7184108100,10451,BRONX
,FAMILY PARTNERSHIP CHARTER DISTRICT,CALIFORNIA,CA,602378,1,Kindergarten,12th Grade,481,8053483333,93454,Santa Maria
,FAMU LAB SCH,Florida,FL,1202014,2,Kindergarten,12th Grade,627,8504125930,32307,TALLAHASSEE
,FANNETT-METAL SD,Pennsylvania,PA,4209660,3,Kindergarten,12th Grade,409,7173497172,17271,Willow Hill
,FANNIE C. WILLIAMS CHARTER SCHOOL,LOUISIANA,LA,2200267,1,Prekindergarten,8th Grade,520,5043736228,70128,New Orleans
,FANNIN COUNTY,Georgia,GA,1302100,5,Prekindergarten,12th Grade,2870,7066323771,30513,Blue Ridge
,FANNINDEL ISD,Texas,TX,4819050,2,Prekindergarten,12th Grade,159,9033677251,75449,LADONIA
,FANSHAWE,Oklahoma,OK,4011400,1,Prekindergarten,8th Grade,110,9186592341,74935,Fanshawe
,FARGO,Oklahoma,OK,4011430,2,Prekindergarten,12th Grade,228,5806982298,73840,Fargo
,FARGO 1,North Dakota,ND,3806780,22,Prekindergarten,12th Grade,11304,7014461000,58102,Fargo
,FARGO SPECIAL ED UNIT,North Dakota,ND,3880410,0,†,†,0,7014461012,58102,Fargo
,FARIBAULT PUBLIC SCHOOL DISTRICT,Minnesota,MN,2711760,10,Prekindergarten,12th Grade,3358,5073336016,55021,FARIBAULT
,FARMERSVILLE ISD,Texas,TX,4819080,4,Prekindergarten,12th Grade,1884,9727826601,75442,FARMERSVILLE
,FARMERSVILLE UNIFIED,California,CA,600035,6,Kindergarten,12th Grade,2484,5595922010,93223,Farmersville
,FARMINGDALE PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3405130,1,Prekindergarten,8th Grade,160,7329389611,7727,Farmingdale
,FARMINGDALE UNION FREE SCHOOL DISTRICT,New York,NY,3610980,6,Kindergarten,12th Grade,5397,5164345100,11735,FARMINGDALE
,FARMINGTON CENTRAL CUSD 265,Illinois,IL,1700044,3,Prekindergarten,12th Grade,1216,3092451000,61531,Farmington
,FARMINGTON MUNICIPAL SCHOOLS,New Mexico,NM,3500990,20,Prekindergarten,12th Grade,10768,5053249840,87499,FARMINGTON
,FARMINGTON PUBLIC SCHOOL DISTRICT,Michigan,MI,2614070,16,Prekindergarten,12th Grade,9108,2484893339,48336,FARMINGTON
,FARMINGTON PUBLIC SCHOOL DISTRICT,Minnesota,MN,2711820,9,Prekindergarten,12th Grade,7119,6514635000,55024,FARMINGTON
,FARMINGTON R-VII,Missouri,MO,2911910,8,Prekindergarten,12th Grade,3986,5737011300,63640,FARMINGTON
,FARMINGTON RIVER REG,Massachusetts,MA,2513321,1,Prekindergarten,6th Grade,107,4132694466,1253,Otis
,FARMINGTON SAU OFFICE,New Hampshire,NH,3300009,0,†,†,†,6037552627,3835,Farmington
,FARMINGTON SCHOOL DISTRICT,New Hampshire,NH,3303000,3,Prekindergarten,12th Grade,780,6037552627,3835,Farmington
,FARMINGTON SCHOOL DISTRICT,Arkansas,AR,506090,5,Kindergarten,12th Grade,2572,4792661805,72730,FARMINGTON
,FARMINGTON SCHOOL DISTRICT,Connecticut,CT,901560,7,Prekindergarten,12th Grade,4075,8606738270,6032,Farmington
,FARRELL AREA SD,Pennsylvania,PA,4209690,2,Prekindergarten,12th Grade,635,7243466585,16121,Farrell
,FARRINGTON CCSD 99,Illinois,IL,1714940,1,Kindergarten,8th Grade,59,6187554414,62814,Bluford
,FARWELL AREA SCHOOLS,Michigan,MI,2614100,4,Prekindergarten,12th Grade,1003,9895889917,48622,Farwell
,FARWELL ISD,Texas,TX,4819110,3,Prekindergarten,12th Grade,543,8064813371,79325,FARWELL
,FAST FORWARD HIGH,Utah,UT,4900019,1,9th Grade,12th Grade,250,4357134255,84321,LOGAN
,FATHER PURCELL CENTER,Alabama,AL,100186,1,†,†,†,3348345590,36108,Montgomery
,FAU LAB SCH,Florida,FL,1202012,2,Kindergarten,12th Grade,2712,5612973970,33431,BOCA RATON
,FAULKTON AREA SCHOOLS 24-4,South Dakota,SD,4624030,7,Prekindergarten,12th Grade,374,6055986266,57438,Faulkton
,FAUQUIER CO PBLC SCHS,Virginia,VA,5101320,20,Prekindergarten,12th Grade,10288,5404227000,20186,Warrenton
,FAXON ACADEMY,Michigan,MI,2601027,1,Kindergarten,8th Grade,65,2483019909,48076,SOUTHFIELD
,FAYETTE COUNTY,Kentucky,KY,2101860,79,Prekindergarten,12th Grade,41203,8593814100,40505,Lexington
,FAYETTE COUNTY,Alabama,AL,101470,6,Prekindergarten,12th Grade,2178,2059324611,35555,Fayette
,FAYETTE COUNTY,Georgia,GA,1302130,24,Prekindergarten,12th Grade,19912,7704603535,30214,Fayetteville
,FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE,Pennsylvania,PA,4280560,1,9th Grade,12th Grade,5,7244372721,15401,Uniontown
,FAYETTE COUNTY PUBLIC SCHOOLS,Tennessee,TN,4701170,7,Prekindergarten,12th Grade,3281,9014655260,38068,Somerville
,FAYETTE COUNTY SCHOOL CORPORATION,Indiana,IN,1803510,8,Prekindergarten,12th Grade,3277,7658252178,47331,Connersville
,FAYETTE COUNTY SCHOOLS,West Virginia,WV,5400300,13,Prekindergarten,12th Grade,5688,3045741176,25840,FAYETTEVILLE
,FAYETTE LOCAL,Ohio,OH,3904706,2,Prekindergarten,12th Grade,389,4162372573,43521,Fayette
,FAYETTE PUBLIC SCHOOLS,Maine,ME,2300008,1,Prekindergarten,12th Grade,79,2076854770,4349,Fayette
,FAYETTE R-III,Missouri,MO,2911990,3,Prekindergarten,12th Grade,652,6602482153,65248,FAYETTE
,FAYETTEVILLE,Tennessee,TN,4701200,3,Prekindergarten,12th Grade,1308,9314335542,37334,Fayetteville
,FAYETTEVILLE ISD,Texas,TX,4819140,1,Prekindergarten,12th Grade,274,9793784242,78940,FAYETTEVILLE
,FAYETTEVILLE SCHOOL DISTRICT,Arkansas,AR,506120,16,Prekindergarten,12th Grade,10233,4794443000,72701,FAYETTEVILLE
,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,New York,NY,3618330,6,Kindergarten,12th Grade,4085,3156921200,13104,MANLIUS
,FAYETTEVILLE-PERRY LOCAL,Ohio,OH,3904604,3,Kindergarten,12th Grade,754,5138752423,45118,Fayetteville
,FEASTER (MAE L.) CHARTER DISTRICT,CALIFORNIA,CA,602173,1,Kindergarten,8th Grade,1122,6194228397,91910,Chula Vista
,FEDERAL HOCKING LOCAL,Ohio,OH,3904591,4,Prekindergarten,12th Grade,914,7406626691,45778,Stewart
,FEDERAL WAY SCHOOL DISTRICT,Washington,WA,5302820,46,Prekindergarten,12th Grade,21765,2539452000,98003,FEDERAL WAY
,FELICITY-FRANKLIN LOCAL,Ohio,OH,3904633,3,Prekindergarten,12th Grade,710,5133625348,45120,Felicity
,FELL CS,Pennsylvania,PA,4200096,1,Kindergarten,9th Grade,123,5702825199,18407,Simpson
,FELT,Oklahoma,OK,4011580,2,Prekindergarten,12th Grade,74,5804262220,73937,Felt
,FENNIMORE COMMUNITY SCHOOL DISTRICT,Wisconsin,WI,5504590,3,Prekindergarten,12th Grade,779,6088223243,53809,Fennimore
,FENNVILLE PUBLIC SCHOOLS,Michigan,MI,2614230,4,Prekindergarten,12th Grade,1314,2697223350,49408,FENNVILLE
,FENTON AREA PUBLIC SCHOOLS,Michigan,MI,2614250,7,Prekindergarten,12th Grade,3279,8105914700,48430,FENTON
,FENTON AVENUE CHARTER DISTRICT,CALIFORNIA,CA,602126,1,3rd Grade,5th Grade,612,8188967482,91342,Lake View Terrace
,FENTON CHARTER LEADERSHIP ACADEMY DISTRICT,CALIFORNIA,CA,602456,1,Kindergarten,6th Grade,355,8189623636,91352,Sun Valley
,FENTON CHSD 100,Illinois,IL,1715030,1,9th Grade,12th Grade,1438,6308606281,60106,Bensenville
,FENTON PRIMARY CENTER DISTRICT,CALIFORNIA,CA,602242,1,Kindergarten,2nd Grade,627,8184855900,91331,Pacoima
,FENTON STEM ACAD: ELEM CTR FOR SCI TECH ENGR & MATH DISTRICT,CALIFORNIA,CA,601613,1,Kindergarten,6th Grade,343,8189623636,91352,Sun Valley
,FENTRESS COUNTY,Tennessee,TN,4701230,6,Prekindergarten,12th Grade,2080,9318799218,38556,Jamestown
,FERDINAND SCHOOL DISTRICT,Vermont,VT,5000012,0,Prekindergarten,12th Grade,0,8023347372,5855,Newport
,FERGUS,Montana,MT,3000028,0,†,†,0,4065353136,59457,Lewistown
,FERGUS FALLS AREA SP. ED. COOP.,Minnesota,MN,2700043,3,Prekindergarten,8th Grade,65,2189980935,56537,FERGUS FALLS
,FERGUS FALLS PUBLIC SCHOOL DISTRICT,Minnesota,MN,2711880,8,Prekindergarten,12th Grade,3096,2189980544,56537,FERGUS FALLS
,FERGUS H S,Montana,MT,3010530,1,9th Grade,12th Grade,332,4065358777,59457,Lewistown
,FERGUSON-FLORISSANT R-II,Missouri,MO,2912010,23,Prekindergarten,12th Grade,9313,3146871912,63042,Hazelwood
,FERN RIDGE SD 28J,Oregon,OR,4104950,5,Prekindergarten,12th Grade,1424,5419352253,97437,Elmira
,FERN-WATERS PUBLIC CHARTER SCHOOL INC.,IDAHO,ID,1600186,1,4th Grade,8th Grade,61,2083326800,83647,SALMON
,FERNDALE AREA SD,Pennsylvania,PA,4209750,2,Prekindergarten,12th Grade,584,8145351507,15905,Johnstown
,FERNDALE PUBLIC SCHOOLS,Michigan,MI,2614280,7,Prekindergarten,12th Grade,2975,2485868651,48220,FERNDALE
,FERNDALE SCHOOL DISTRICT,Washington,WA,5302850,14,Prekindergarten,12th Grade,4349,3603839209,98248,FERNDALE
,FERNDALE UNIFIED,California,CA,600037,2,Kindergarten,12th Grade,454,7077865900,95536,Ferndale
,FERNLEAF COMMUNITY CHARTER SCHOOL,NORTH CAROLINA,NC,3700404,1,Kindergarten,7th Grade,370,8286843645,28732,Fletcher
,FERRIS ISD,Texas,TX,4819170,5,Prekindergarten,12th Grade,2586,9725443858,75125,FERRIS
,FERTILE-BELTRAMI SCHOOL DISTRICT,Minnesota,MN,2711910,2,Prekindergarten,12th Grade,454,2189456983,56540,FERTILE
,FESSENDEN-BOWDON 25,North Dakota,ND,3800049,2,Prekindergarten,12th Grade,176,7015473296,58438,Fessenden
,FESTUS R-VI,Missouri,MO,2912030,4,Kindergarten,12th Grade,3111,6369374920,63028,FESTUS
,FIDDLEHEAD SCHOOL OF ARTS AND SCIENCES,Maine,ME,2314813,1,Prekindergarten,7th Grade,172,2076883727,4039,Gray
,FIELD CCSD 3,Illinois,IL,1715090,1,Prekindergarten,8th Grade,252,6187554611,62889,Texico
,FIELD LOCAL,Ohio,OH,3904919,4,Kindergarten,12th Grade,1856,3306732659,44260,Mogadore
,FIELDBROOK ELEMENTARY,California,CA,613740,1,Kindergarten,8th Grade,116,7078393201,95519,McKinleyville
,FIELDCREST CUSD 6,Illinois,IL,1715100,4,Prekindergarten,12th Grade,896,3094322177,61760,Minonk
,FIFE SCHOOL DISTRICT,Washington,WA,5302880,7,Prekindergarten,12th Grade,3779,2535171000,98424,TACOMA
,FILER DISTRICT,Idaho,ID,1601050,5,Prekindergarten,12th Grade,1596,2083265981,83328,FILER
,FILLMORE CENTRAL,Minnesota,MN,2700100,3,Prekindergarten,12th Grade,583,5077653845,55965,PRESTON
,FILLMORE CENTRAL PUBLIC SCHS,Nebraska,NE,3100118,3,Prekindergarten,12th Grade,605,4027594955,68361,GENEVA
,FILLMORE CENTRAL SCHOOL DISTRICT,New York,NY,3611070,1,Prekindergarten,12th Grade,672,5855672251,14735,FILLMORE
,FILLMORE UNIFIED,California,CA,613800,9,Kindergarten,12th Grade,3626,8055246000,93016,Fillmore
,FINDLAY CITY,Ohio,OH,3910000,14,Prekindergarten,12th Grade,5755,4194258212,45840,Findlay
,FINDLAY DIGITAL ACADEMY,Ohio,OH,3900528,1,9th Grade,12th Grade,164,4194253598,45840,Findlay
,FINLEY SCHOOL DISTRICT,Washington,WA,5302910,3,Prekindergarten,12th Grade,875,5095863217,99337,KENNEWICK
,FINLEY-SHARON 19,North Dakota,ND,3806910,2,Kindergarten,12th Grade,83,7015242420,58230,Finley
,FINN ACADEMY: AN ELMIRA CHARTER SCHOOL,NEW YORK,NY,3601128,1,Kindergarten,6th Grade,349,6077378040,14901,ELMIRA
,FINNEYTOWN LOCAL,Ohio,OH,3904733,3,Kindergarten,12th Grade,1259,5137283700,45231,Cincinnati
,FIRE ISLAND UNION FREE SCHOOL DISTRICT,New York,NY,3621540,1,Kindergarten,9th Grade,47,6315835626,11770,FIRE ISLAND
,FIREBAUGH-LAS DELTAS UNIFIED,California,CA,613840,6,Kindergarten,12th Grade,2178,5596591476,93622,Firebaugh
,FIRELANDS LOCAL,Ohio,OH,3904815,3,Kindergarten,12th Grade,1615,4409655821,44001,South Amherst
,FIRST BRANCH UNIFIED SCHOOL DISTRICT,VERMONT,VT,5000429,2,Prekindergarten,12th Grade,274,8027638840,5068,Royalton
,FIRST DISTRICT RESA,Georgia,GA,1300018,1,†,†,†,9128425000,30415,Brooklet
,FIRST PHILADELPHIA PREPARATORY CS,Pennsylvania,PA,4200093,1,Kindergarten,12th Grade,1852,2157433100,19124,Philadelphia
,FIRST STATE MILITARY ACADEMY,Delaware,DE,1000057,1,9th Grade,12th Grade,458,3022232150,19938,Clayton
,FIRST STATE MONTESSORI ACADEMY,Delaware,DE,1000054,1,Kindergarten,8th Grade,604,3025761500,19801,Wilmington
,FIRSTLINE LIVE OAK,LOUISIANA,LA,2200302,1,Prekindergarten,8th Grade,443,5042885491,70119,New Orleans
,FIRTH DISTRICT,Idaho,ID,1601080,3,Prekindergarten,12th Grade,816,2083466815,83236,FIRTH
,FISHER CUSD 1,Illinois,IL,1715180,2,Kindergarten,12th Grade,584,2178976125,61843,Fisher
,FISHER PUBLIC SCHOOL DISTRICT,Minnesota,MN,2712180,2,Prekindergarten,12th Grade,228,2188914105,56723,FISHER
,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,New York,NY,3611100,1,Prekindergarten,12th Grade,67,6317887444,6390,FISHERS ISLAND
,FISHTAIL ELEM,Montana,MT,3010800,1,Prekindergarten,8th Grade,14,4063284277,59028,Fishtail
,FIT ACADEMY,MINNESOTA,MN,2700425,2,Kindergarten,12th Grade,276,9528473798,55124,APPLE VALLEY
,FIT KIDS INC. DBA CHAMPION SCHOOLS (78783),Arizona,AZ,400191,3,Kindergarten,8th Grade,1310,6023416527,85042,PHOENIX
,FITCHBURG,Massachusetts,MA,2504890,8,Prekindergarten,12th Grade,5116,9783453200,1420,Fitchburg
,FITZGERALD PUBLIC SCHOOLS,Michigan,MI,2614460,6,Prekindergarten,12th Grade,2280,5867571750,48091,WARREN
,FIVE COUNTY REG VOC SYSTEM,Illinois,IL,1700233,0,9th Grade,12th Grade,–,6187472703,62988,Tamms
,FIVE KEYS ADULT SCHOOL (SF SHERIFF'S) DISTRICT,CALIFORNIA,CA,601583,1,9th Grade,12th Grade,328,4157343310,94107,San Francisco
,FIVE KEYS CHARTER (SF SHERIFF'S) DISTRICT,CALIFORNIA,CA,601998,1,9th Grade,12th Grade,110,4157343310,94107,San Bruno
,FIVE KEYS INDEPENDENCE HS (SF SHERIFF'S) DISTRICT,CALIFORNIA,CA,602118,1,9th Grade,12th Grade,2434,4157343310,94107,San Francisco
,FIVE TOWN CSD,Maine,ME,2300053,1,9th Grade,12th Grade,709,2072363358,4843,Camden
,FIVE-STAR ILC,Oklahoma,OK,4000762,0,†,†,†,9182255600,74023,Cushing
,FL VIRTUAL,Florida,FL,1200002,6,Kindergarten,12th Grade,13480,4075133587,32835,ORLANDO
,FLAGLER,Florida,FL,1200540,14,Prekindergarten,12th Grade,12853,3864377526,32110,BUNNELL
,FLAGSHIP CHARTER ACADEMY,Michigan,MI,2600945,1,Kindergarten,8th Grade,725,3139337933,48238,Detroit
,FLAGSTAFF ARTS AND LEADERSHIP ACADEMY (4202),Arizona,AZ,400019,1,6th Grade,12th Grade,267,9287797223,86001,FLAGSTAFF
,FLAGSTAFF JUNIOR ACADEMY (4207),Arizona,AZ,400098,1,Kindergarten,8th Grade,302,9287746007,86001,FLAGSTAFF
,FLAGSTAFF MONTESSORI L.L.C. (4205),Arizona,AZ,400020,1,Kindergarten,8th Grade,42,9282261212,94539,FLAGSTAFF
,FLAGSTAFF UNIFIED DISTRICT (4192),Arizona,AZ,402860,16,Prekindergarten,12th Grade,8950,9285276000,86004,FLAGSTAFF
,FLAMBEAU SCHOOL DISTRICT,Wisconsin,WI,5514970,3,Prekindergarten,12th Grade,504,7155323183,54563,Tony
,FLANAGAN-CORNELL DIST 74,Illinois,IL,1701390,2,Prekindergarten,12th Grade,311,8157962233,61740,Flanagan
,FLANDREAU SCHOOL DISTRICT 50-3,South Dakota,SD,4624390,4,Kindergarten,12th Grade,700,6059973263,57028,Flandreau
,FLASHER 39,North Dakota,ND,3806930,2,Kindergarten,12th Grade,255,7015973355,58535,Flasher
,FLAT RIVER ACADEMY,Michigan,MI,2600145,1,Prekindergarten,12th Grade,123,6167549360,48838,Greenville
,FLAT ROCK COMMUNITY SCHOOLS,Michigan,MI,2607080,6,Prekindergarten,12th Grade,1832,7345356500,48134,FLAT ROCK
,FLAT ROCK-HAWCREEK SCHOOL CORP,Indiana,IN,1803570,2,Kindergarten,12th Grade,981,8125462000,47246,Hope
,FLATHEAD,Montana,MT,3000030,0,†,†,0,4067585723,59901,Kalispell
,FLATHEAD H S,Montana,MT,3015420,2,9th Grade,12th Grade,2952,4067513434,59901,Kalispell
,FLATHEAD SPECIAL ED. COOP.,Montana,MT,3000031,0,†,†,0,4062571852,59901,Kalispell
,FLATONIA ISD,Texas,TX,4819280,3,Prekindergarten,12th Grade,602,3618652941,78941,FLATONIA
,FLEETWOOD AREA SD,Pennsylvania,PA,4209780,4,Kindergarten,12th Grade,2313,6109448111,19522,Fleetwood
,FLEMING COUNTY,Kentucky,KY,2101920,6,Prekindergarten,12th Grade,2132,6068455851,41041,Flemingsburg
,FLEMINGTON-RARITAN REGIONAL SCHOOL DISTRICT,New Jersey,NJ,3405190,6,Prekindergarten,8th Grade,2969,9082847538,8822,Flemington
,FLETCHER,Oklahoma,OK,4011700,3,Prekindergarten,12th Grade,484,5805493016,73541,Fletcher
,FLETCHER SCHOOL DISTRICT,Vermont,VT,5004080,1,Prekindergarten,12th Grade,102,8028496251,5444,Cambridge
,FLEX HIGH SCHOOL,OHIO,OH,3901574,1,9th Grade,12th Grade,290,6146109749,43215,Columbus
,FLEX HIGH SCHOOL CLEVELAND,OHIO,OH,3901620,1,9th Grade,12th Grade,13,2163109750,44143,Richmond Heights
,FLEX HIGH SCHOOL OF MICHIGAN,MICHIGAN,MI,2601117,2,9th Grade,12th Grade,172,8108524479,48504,FLINT
,FLEXTECH HIGH SCHOOL,Michigan,MI,2600984,1,9th Grade,12th Grade,223,8108443366,48114,Brighton
,FLEXTECH HIGH SCHOOL SHEPHERD,MICHIGAN,MI,2601122,1,8th Grade,12th Grade,51,8102063260,48883,SHEPHERD
,FLINT CULTURAL CENTER ACADEMY,MICHIGAN,MI,2601124,1,Kindergarten,12th Grade,450,8103398750,48503,FLINT
,FLINT HILLS SPECIAL ED. COOPERATIVE,KANSAS,KS,2000363,0,Kindergarten,5th Grade,0,6203412223,66801,Emporia
,FLINT SCHOOL DISTRICT OF THE CITY OF,Michigan,MI,2614520,13,Prekindergarten,12th Grade,3163,8107601249,48503,FLINT
,FLINTHILLS,Kansas,KS,2011220,4,Prekindergarten,12th Grade,279,6204762237,67132,Rosalia
,FLIPPIN SCHOOL DISTRICT,Arkansas,AR,506150,3,Prekindergarten,12th Grade,910,8704532270,72634,FLIPPIN
,FLOODWOOD PUBLIC SCHOOL DISTRICT,Minnesota,MN,2712210,3,Prekindergarten,12th Grade,196,2184762285,55736,FLOODWOOD
,FLORA CUSD 35,Illinois,IL,1715400,3,Prekindergarten,12th Grade,1357,6186622412,62839,Flora
,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,New York,NY,3611160,2,Prekindergarten,6th Grade,1525,5164342725,11001,FLORAL PARK
,FLORENCE 01,South Carolina,SC,4502130,24,Prekindergarten,12th Grade,15186,8436694141,29506,Florence
,FLORENCE 02,South Carolina,SC,4502160,2,Prekindergarten,12th Grade,1094,8434932502,29583,Pamplico
,FLORENCE 03,South Carolina,SC,4502190,8,Prekindergarten,12th Grade,3263,8433748652,29560,Lake City
,FLORENCE 04,South Carolina,SC,4502220,3,Prekindergarten,12th Grade,681,8433463956,29161,Timmonsville
,FLORENCE 05,South Carolina,SC,4502250,3,Prekindergarten,12th Grade,1180,8433862358,29555,Johnsonville
,FLORENCE CITY,Alabama,AL,101530,9,Prekindergarten,12th Grade,4505,2567683000,35631,Florence
,FLORENCE COUNTY SCHOOL DISTRICT,Wisconsin,WI,5504650,3,Prekindergarten,12th Grade,376,7155283215,54121,Florence
,FLORENCE CRITTENTON SERVICES OF ARIZONA INC. (4300),Arizona,AZ,400144,1,9th Grade,12th Grade,90,6022747318,85013,Phoenix
,FLORENCE ISD,Texas,TX,4819320,3,Prekindergarten,12th Grade,1075,2547932850,76527,FLORENCE
,FLORENCE SCHOOL DISTRICT 14-1,South Dakota,SD,4624540,3,Prekindergarten,12th Grade,309,6057582412,57235,Florence
,FLORENCE TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3405220,3,4th Grade,12th Grade,1504,6094994600,8518,Florence
,FLORENCE UNIFIED SCHOOL DISTRICT (4437),Arizona,AZ,402920,14,Prekindergarten,12th Grade,8918,5208663500,85132,FLORENCE
,FLORENCE-CARLTON K-12 SCHLS,Montana,MT,3011100,3,Prekindergarten,12th Grade,785,4062736751,59833,Florence
,FLORESVILLE ISD,Texas,TX,4819350,6,Prekindergarten,12th Grade,3992,8303935300,78114,FLORESVILLE
,FLORHAM PARK SCHOOL DISTRICT,New Jersey,NJ,3405250,3,Prekindergarten,8th Grade,965,9738223880,7932,Florham Park
,FLORIDA,Massachusetts,MA,2504920,1,Kindergarten,8th Grade,80,4136646023,1247,Florida
,FLORIDA UNION FREE SCHOOL DISTRICT,New York,NY,3625320,2,Prekindergarten,12th Grade,777,8456513095,10921,FLORIDA
,FLOSSMOOR SD 161,Illinois,IL,1715420,5,Prekindergarten,8th Grade,2301,7086477038,60411,Chicago Heights
,FLOUR BLUFF ISD,Texas,TX,4819380,7,Prekindergarten,12th Grade,5553,3616949205,78418,CORPUS CHRISTI
,FLOURNOY UNION ELEMENTARY,California,CA,613860,1,Kindergarten,8th Grade,42,5308335331,96029,Flournoy
,FLOWER MOUND,Oklahoma,OK,4011760,1,Prekindergarten,5th Grade,330,5803534088,73501,Lawton
,FLOWING WELLS UNIFIED DISTRICT (4405),Arizona,AZ,403010,11,Prekindergarten,12th Grade,5409,5206968901,85705,TUCSON
,FLOYD CO PBLC SCHS,Virginia,VA,5101350,5,Prekindergarten,12th Grade,1831,5407459400,24091,Floyd
,FLOYD COUNTY,Georgia,GA,1302190,17,Prekindergarten,12th Grade,9261,7062341031,30161,Rome
,FLOYD COUNTY,Kentucky,KY,2101950,14,Prekindergarten,12th Grade,5712,6068862354,41622,Eastern
,FLOYD MUNICIPAL SCHOOLS,New Mexico,NM,3501020,3,Prekindergarten,12th Grade,212,5754782211,88118,FLOYD
,FLOYDADA ISD,Texas,TX,4819440,4,Prekindergarten,12th Grade,705,8069833498,79235,FLOYDADA
,FLUSHING COMMUNITY SCHOOLS,Michigan,MI,2614550,8,Prekindergarten,12th Grade,4098,8105911180,48433,FLUSHING
,FLUVANNA CO PBLC SCHS,Virginia,VA,5101380,5,Prekindergarten,12th Grade,3297,4345898208,22963,Palmyra
,FOCUS LEARNING ACADEMY OF CENTRAL COLUMBUS,OHIO,OH,3901629,1,Kindergarten,2nd Grade,47,6142062169,43229,Columbus
,FOCUS LEARNING ACADEMY OF NORTHERN COLUMBUS,Ohio,OH,3900179,1,Kindergarten,8th Grade,563,6145470920,43229,Columbus
,FOCUS LEARNING ACADEMY OF SOUTHEASTERN COLUMBUS,Ohio,OH,3900178,1,9th Grade,12th Grade,122,6142690150,43232,Columbus
,FOCUS LEARNING ACADEMY OF SOUTHWEST COLUMBUS,Ohio,OH,3900177,1,9th Grade,12th Grade,199,6145452000,43207,Columbus
,FOCUS NORTH HIGH SCHOOL,Ohio,OH,3901451,1,9th Grade,12th Grade,140,6143100430,43229,Columbus
